Asynchrony
200.0	0.1
200.00000000000003	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
200.0	0.1
201.80000000000007	0.1
221.6000000000001	0.1
241.40000000000015	0.1
261.1999999999998	0.1
280.9999999999999	0.1
300.8000000000003	0.1
320.6000000000003	0.1
340.4	0.1
360.20000000000005	0.1
380.00000000000006	0.1
399.80000000000047	0.1
400.0	0.1
400.0	0.1
400.0	0.1
400.0	0.1
400.0	0.1
400.0	0.1
400.0	0.1
400.0	0.1
400.0	0.1
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
400.0	0.2
401.60000000000053	0.2
421.39999999999986	0.2
441.2000000000006	0.2
460.99999999999994	0.2
480.79999999999995	0.2
500.60000000000076	0.2
520.4000000000001	0.2
540.2	0.2
560.0000000000002	0.2
579.8000000000002	0.2
599.6000000000009	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.2
600.0	0.3
600.0	0.3
600.0	0.3
600.0	0.3
600.0	0.3
600.0	0.3
600.0	0.3
600.0	0.3
